4896,4897
4897,4606
4905,1793
4921,2095
4928,4947
4932,10020
4939,11819
4948,3121
50,28
502,3620
5032,170
5041,3119
5113,374
5158,201
5295,77
53,28
530,50815
5330,1091
5344,5345
535,150
5350,5351
5353,5295
5395,3829
540,9834
5409,3905
543,480
5485,2706
5517,10534
5518,3449
552,850
5556,5557
5557,2998
5559,5093
557,18
5612,3620
5614,1492
5656,870
566,3426
5672,10155
5679,5614
5716,1785
572,1188
5733,1962
574,863
5782,5100
583,720
5842,5556
5844,3393
5875,50686
5876,2664
589,583
5940,3193
5998,3463
6000,114
6039,3479
6050,77
6052,4439
612,2914
6193,3350
6195,4251
6204,2891
6231,6232
626,612
627,628
628,612
630,4
633,423
6477,4006
649,936
6498,161
65,17
654,374
655,14667
657,60084
66,80000
6713,50828
684,686
7,4
700,655
707,60060
7166,50
730,731
731,60085
732,18
734,3996
74,2914
75,2914
750,77
7505,4610
76,77
7608,60089
768,771
77,7
780,345
823,824
83,110
833,60116
841,3082
8432,4961
8437,5295
8463,4677
8466,5679
848,3342
8483,1729
850,50161
8501,5614
8502,2723
854,65
8557,60119
8567,60058
8618,3119
863,7
865,178
866,178
8670,60038
8692,1240
870,863
8719,60071
8778,50589
8791,8719
883,1398
8850,8618
8913,50134
8923,4159
8947,2462
8955,12449
896,655
906,655
9120,60158
916,3117
9252,655
930,50815
934,50117
9351,4194
936,331
9368,5614
9383,1407
9408,5844
9423,530
9446,4138
9455,3211
9460,363
9463,379
9470,9471
9471,331
9473,1802
9500,74
9538,70004
9553,28
956,3192
9588,936
9598,65
962,3193
963,50951
9669,83
971,633
9724,4692
974,1579
9741,3118
9799,5614
980,9799
9835,5614
9884,423
9974,9973
9988,8200
